serial,acronym,current_price,timestamp,market_cap,total_shares,stock_id,name,acronym,benefit_description,benefit_requirement
98492,ELT,191.01,1618655700,927347491163,4854968280,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
98493,HRG,206.73,1618655700,9236226649075,44677727708,22,Home Retail Group,HRG,1x Random Property,10000000
98494,TGP,88.12,1618655700,1517649969076,17222537098,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
98495,MCS,585.7,1618655700,10814257287737,18463816438,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
98496,WLT,432.59,1618655700,10955562470828,25325510231,30,Wind Lines Travel,WLT,Private Jet Access,9000000
98497,TCT,233.29,1618655700,438513285791,1879691739,9,The Torn City Times,TCT,"$1,000,000 every month",100000
98498,MSG,144.17,1618655700,3572050728355,24776657615,11,Messaging Inc.,MSG,Free Classified Advertising,300000
98499,TMI,151.28,1618655700,5337751807751,35283922579,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
98500,TCP,280.21,1618655700,1212077414458,4325603706,13,TC Media Productions,TCP,a Company Sales Boost,1000000
98501,IIL,87.6,1618655700,1435268506543,16384343682,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
98502,BAG,406.21,1618655700,2894583383177,7125829948,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
98503,IOU,142.28,1618655700,3940996377064,27698878107,5,Insured On Us,IOU,"$12,000,000 every month",3000000
98504,GRN,219.28,1618655700,1687780418274,7696919091,6,Grain,GRN,"$4,000,000 every month",500000
98505,SYS,481.21,1618655700,2755093244352,5725344952,3,Syscore MFG,SYS,an Advanced Firewall,3000000
98506,FHG,564.22,1618655700,22032548536611,39049570268,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
98507,TCB,877.6,1618655700,9084216095064,10351203390,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
98508,IST,320.56,1618655700,243818538973,760601881,26,International School TC,IST,Free Education Courses,100000
98509,LSC,382.17,1618655700,3235258405681,8465495475,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
98510,WSU,65.7,1618655700,1616442662096,24603389073,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
98511,LAG,297.6,1618655700,1807194829152,6072563270,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
98512,EWM,269.84,1618655700,1665468704670,6172060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
98513,CNC,649.78,1618655700,3916592605469,6027567185,10,Crude & Co,CNC,"$80,000,000 every month",7500000
98514,PRN,487.78,1618655700,7591869504176,15564126254,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
98515,TCM,315.47,1618655700,568721995519,1802776795,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
98516,EVL,378.95,1618655700,2337285124381,6167792913,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
98517,THS,318.36,1618655700,2524909632253,7930988919,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
98518,YAZ,36.32,1618655700,1997769433454,55004665018,8,Yazoo,YAZ,Free Banner Advertising,1000000
98519,TSB,809.56,1618655700,9021803180165,11144082193,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
98520,TCC,307.31,1618655700,1546656689278,5032887603,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
98941,TCB,878.65,1618656600,9095084867410,10351203400,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
98942,EVL,380.27,1618656600,2325135326251,6114432709,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
98943,MCS,585.85,1618656600,10816830768591,18463481725,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
98944,MSG,144.17,1618656600,3484803079096,24171485601,11,Messaging Inc.,MSG,Free Classified Advertising,300000
98945,TCM,314.16,1618656600,562688903515,1791090220,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
98946,CNC,650.67,1618656600,3921959482676,6027570785,10,Crude & Co,CNC,"$80,000,000 every month",7500000
98947,FHG,563.28,1618656600,22002050166002,39060591830,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
98948,TCT,233.55,1618656600,439050920823,1879901181,9,The Torn City Times,TCT,"$1,000,000 every month",100000
98949,SYM,758.74,1618656600,9593563771234,12644072767,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
98950,PRN,487.26,1618656600,7585665083309,15568002880,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
98951,HRG,206.67,1618656600,9232918453658,44674691313,22,Home Retail Group,HRG,1x Random Property,10000000
98952,LAG,298.15,1618656600,1810564785315,6072664046,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
98953,IOU,142.23,1618656600,3939611481944,27698878450,5,Insured On Us,IOU,"$12,000,000 every month",3000000
98954,THS,318.36,1618656600,2525862066681,7933980609,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
98955,EWM,269.84,1618656600,1665468704670,6172060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
98956,BAG,406.65,1618656600,2919465579494,7179307954,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
98957,WSU,65.75,1618656600,1617618317765,24602559966,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
98958,TCC,305.56,1618656600,1537849135973,5032887603,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
98959,TSB,809.27,1618656600,9022869382361,11149393135,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
98960,SYS,481.46,1618656600,2756519765990,5725334952,3,Syscore MFG,SYS,an Advanced Firewall,3000000
98961,TMI,151.07,1618656600,5330342466964,35283924452,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
98962,ELT,190.66,1618656600,925647768942,4854965745,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
98963,TGP,88.52,1618656600,1524538975948,17222537008,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
98964,GRN,219.06,1618656600,1686088938588,7696927502,6,Grain,GRN,"$4,000,000 every month",500000
98965,YAZ,36.3,1618656600,1996668339871,55004637462,8,Yazoo,YAZ,Free Banner Advertising,1000000
98966,TCP,280.62,1618656600,1213850911978,4325603706,13,TC Media Productions,TCP,a Company Sales Boost,1000000
98967,IIL,87.6,1618656600,1435268497783,16384343582,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
98968,LSC,382.23,1618656600,3239362332315,8474903415,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
98969,IST,321.27,1618656600,244358566309,760601881,26,International School TC,IST,Free Education Courses,100000
98970,WLT,432.21,1618656600,10941059658955,25314221464,30,Wind Lines Travel,WLT,Private Jet Access,9000000
99391,SYS,479.75,1618657500,2744865092504,5721448864,3,Syscore MFG,SYS,an Advanced Firewall,3000000
99392,LAG,298.11,1618657500,1810324511661,6072672878,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
99393,YAZ,36.32,1618657500,1997769522220,55004667462,8,Yazoo,YAZ,Free Banner Advertising,1000000
99394,FHG,562.12,1618657500,22034558610940,39199029764,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
99395,SYM,757.95,1618657500,9583679898747,12644211226,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
99396,MCS,584.26,1618657500,10776593832320,18444859878,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
99397,WLT,432.72,1618657500,10954054808537,25314417657,30,Wind Lines Travel,WLT,Private Jet Access,9000000
99398,TCC,304.82,1618657500,1534124799146,5032887603,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
99399,GRN,218.79,1618657500,1684009276890,7696920686,6,Grain,GRN,"$4,000,000 every month",500000
99400,PRN,487.81,1618657500,7584947537210,15548979187,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
99401,ELT,190.45,1618657500,924617751385,4854910745,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
99402,TGP,88.53,1618657500,1524711201318,17222537008,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
99403,WSU,65.77,1618657500,1618112809952,24602597080,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
99404,IST,321.64,1618657500,244639995116,760601900,26,International School TC,IST,Free Education Courses,100000
99405,TCP,280.71,1618657500,1214240104027,4325603306,13,TC Media Productions,TCP,a Company Sales Boost,1000000
99406,EWM,269.79,1618657500,1665160101663,6172060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
99407,HRG,206.48,1618657500,9224431501188,44674697313,22,Home Retail Group,HRG,1x Random Property,10000000
99408,TCB,880.36,1618657500,9112790197656,10351208821,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
99409,CNC,650.49,1618657500,3922256048160,6029694612,10,Crude & Co,CNC,"$80,000,000 every month",7500000
99410,TCM,314.05,1618657500,562631931048,1791536160,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
99411,EVL,379.74,1618657500,2321931493848,6114529662,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
99412,TSB,809.8,1618657500,9039276448372,11162356691,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
99413,TMI,151.17,1618657500,5333870859409,35283924452,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
99414,IIL,87.6,1618657500,1435347250096,16385242581,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
99415,LSC,382.12,1618657500,3240308196691,8479818373,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
99416,BAG,406.4,1618657500,2898672893626,7132561254,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
99417,IOU,142.09,1618657500,3936083293180,27701339244,5,Insured On Us,IOU,"$12,000,000 every month",3000000
99418,TCT,233.33,1618657500,438633898612,1879886421,9,The Torn City Times,TCT,"$1,000,000 every month",100000
99419,MSG,144.05,1618657500,3595030396509,24956823301,11,Messaging Inc.,MSG,Free Classified Advertising,300000
99420,THS,318.62,1618657500,2607808002972,8184696513,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
99841,TSB,810.03,1618658400,9041916716602,11162446720,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
99842,TMI,150.83,1618658400,5322779305095,35289924452,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
99843,WLT,431.57,1618658400,10925041076803,25314644384,30,Wind Lines Travel,WLT,Private Jet Access,9000000
99844,MSG,143.7,1618658400,3562194730937,24789107383,11,Messaging Inc.,MSG,Free Classified Advertising,300000
99845,HRG,205.84,1618658400,9192275220028,44657380587,22,Home Retail Group,HRG,1x Random Property,10000000
99846,EVL,378.55,1618658400,2315294122890,6116217469,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
99847,TCC,305.14,1618658400,1535735323179,5032887603,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
99848,IOU,141.79,1618658400,3925913766733,27688227426,5,Insured On Us,IOU,"$12,000,000 every month",3000000
99849,IIL,87.52,1618658400,1436367562210,16411877996,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
99850,PRN,489.29,1618658400,7608152442146,15549372442,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
99851,ELT,190.02,1618658400,922530139765,4854910745,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
99852,IST,322.01,1618658400,244921417819,760601900,26,International School TC,IST,Free Education Courses,100000
99853,SYS,480.31,1618658400,2748075347898,5721461864,3,Syscore MFG,SYS,an Advanced Firewall,3000000
99854,EWM,268.9,1618658400,1659666968150,6172060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
99855,WSU,65.77,1618658400,1618180311676,24603623410,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
99856,TCB,878.88,1618658400,9097470408600,10351208821,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
99857,GRN,219.15,1618658400,1687028650688,7698054532,6,Grain,GRN,"$4,000,000 every month",500000
99858,TCT,233.51,1618658400,535132403002,2291689448,9,The Torn City Times,TCT,"$1,000,000 every month",100000
99859,CNC,651.28,1618658400,3927036184882,6029720220,10,Crude & Co,CNC,"$80,000,000 every month",7500000
99860,TCP,281.01,1618658400,1221559849271,4347033377,13,TC Media Productions,TCP,a Company Sales Boost,1000000
99861,FHG,561.65,1618658400,21906158190051,39003219425,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
99862,SYM,758.41,1618658400,9588388615268,12642750775,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
99863,TCM,313.05,1618658400,560895028374,1791710680,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
99864,BAG,406.41,1618658400,2898744625648,7132562254,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
99865,YAZ,36.36,1618658400,1999969856976,55004671534,8,Yazoo,YAZ,Free Banner Advertising,1000000
99866,LSC,381.37,1618658400,3232340290882,8475601885,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
99867,LAG,297.97,1618658400,1809474337458,6072672878,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
99868,THS,318.51,1618658400,2606816911006,8184411513,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
99869,TGP,88.87,1618658400,2128342937042,23948947193,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
99870,MCS,584.75,1618658400,10784372863284,18442706906,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
100291,FHG,562.91,1618659300,22036937737890,39148243481,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
100292,PRN,490.06,1618659300,7623018408562,15555275698,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
100293,ELT,190.51,1618659300,924909013453,4854910574,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
100294,HRG,205.6,1618659300,9183840511477,44668484978,22,Home Retail Group,HRG,1x Random Property,10000000
100295,WSU,65.69,1618659300,1616167078413,24602939236,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
100296,MCS,584.26,1618659300,10776640086432,18444939045,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
100297,GRN,218.63,1618659300,1680592561200,7686925679,6,Grain,GRN,"$4,000,000 every month",500000
100298,THS,318.76,1618659300,2608799068715,8184210907,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
100299,LSC,381.66,1618659300,3235180478452,8476603465,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
100300,IOU,141.81,1618659300,3924053792063,27671206488,5,Insured On Us,IOU,"$12,000,000 every month",3000000
100301,TCP,281.05,1618659300,1221733871131,4347033877,13,TC Media Productions,TCP,a Company Sales Boost,1000000
100302,MSG,143.9,1618659300,3550927930302,24676358098,11,Messaging Inc.,MSG,Free Classified Advertising,300000
100303,WLT,432.72,1618659300,10951908997224,25309458766,30,Wind Lines Travel,WLT,Private Jet Access,9000000
100304,EVL,379.1,1618659300,2315452244762,6107761131,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
100305,TCT,233.29,1618659300,534698372062,2291990107,9,The Torn City Times,TCT,"$1,000,000 every month",100000
100306,EWM,268.65,1618659300,1658123953119,6172060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
100307,YAZ,36.36,1618659300,1999970575523,55004691296,8,Yazoo,YAZ,Free Banner Advertising,1000000
100308,TMI,150.88,1618659300,5324548512546,35289955677,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
100309,IIL,87.62,1618659300,1435657831721,16385047155,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
100310,TCM,314.17,1618659300,562901240093,1791709075,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
100311,TCC,305.67,1618659300,1538295738542,5032537503,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
100312,TSB,810.97,1618659300,9052614634910,11162699773,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
100313,SYS,479.93,1618659300,2745903592040,5721466864,3,Syscore MFG,SYS,an Advanced Firewall,3000000
100314,LAG,297.34,1618659300,1807278984430,6078156267,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
100315,TGP,89,1618659300,2131450269003,23948879427,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
100316,IST,321.94,1618659300,247218491895,767902379,26,International School TC,IST,Free Education Courses,100000
100317,BAG,407.46,1618659300,2906123114837,7132290568,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
100318,TCB,876.8,1618659300,9074626448730,10349710822,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
100319,CNC,653.82,1618659300,4003484305184,6123220925,10,Crude & Co,CNC,"$80,000,000 every month",7500000
100320,SYM,758.08,1618659300,9584588648984,12643241675,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
100741,CNC,655.01,1618660200,4012969120859,6126576878,10,Crude & Co,CNC,"$80,000,000 every month",7500000
100742,PRN,489.76,1618660200,7617608718392,15553758409,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
100743,THS,317.83,1618660200,2601232893967,8184352937,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
100744,MSG,143.51,1618660200,3494010322942,24346807351,11,Messaging Inc.,MSG,Free Classified Advertising,300000
100745,IOU,141.5,1618660200,3913198745332,27655114808,5,Insured On Us,IOU,"$12,000,000 every month",3000000
100746,TCT,233.25,1618660200,534732187722,2292528136,9,The Torn City Times,TCT,"$1,000,000 every month",100000
100747,EVL,379.06,1618660200,2316799949169,6111961033,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
100748,TSB,810.78,1618660200,9054949307499,11168195204,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
100749,SYS,479.76,1618660200,2744930660574,5721466276,3,Syscore MFG,SYS,an Advanced Firewall,3000000
